id,title,author,issue,volume,venue,page,pub_date,type,publisher,editor,omid,doi,pmid,other_id,pub_year,pub_month,pub_day
omid:br/06280181467 doi:10.1128/msystems.01002-22,Metatranscriptomic Analysis Uncovers Prevalent Viral ORFs Compatible With Mitochondrial Translation,"Babaian, Artem, Begeman, Adam, Lewis, Samantha",3,8,mSystems,,2023-06-29,journal article,American Society For Microbiology,"Gaglia, Marta M. [omid:ra/06280525793]",omid:br/06280181467,doi:10.1128/msystems.01002-22,,,2023.0,6.0,29.0
omid:br/06280181666 doi:10.1128/msystems.00717-22,Characterization And Spatial Mapping Of The Human Gut Metasecretome,"Velez-Cortes, Florencia, Wang, Harris",6,7,mSystems,,2022-12-20,journal article,American Society For Microbiology,"Sangwan, Naseer [omid:ra/06280527405]",omid:br/06280181666,doi:10.1128/msystems.00717-22,,,2022.0,12.0,20.0
omid:br/06280181479 doi:10.1128/msystems.00151-23,Integrated Multi-Omic Analyses Provide Insight Into Colon Adenoma Susceptibility Modulation By The Gut Microbiota,"Amos-Landgraf, James, Busi, Susheel Bhanu, Lei, Zhentian, Sumner, Lloyd W.",,,mSystems,,2023-07-17,journal article,American Society For Microbiology,"Faust, Karoline [omid:ra/06280525878]",omid:br/06280181479,doi:10.1128/msystems.00151-23,,,2023.0,7.0,17.0
omid:br/06280181578 doi:10.1128/msystems.01026-22,Salinity Changes The Nitrification Activity And Community Composition Of Comammox Nitrospira In Intertidal Sediments Of Yangtze River Estuary,"Huang, Xing, Jiang, Ran, Li, Yong, Nie, Ming, Qin, Wen-Jing, Quan, Zhexue, Rhee, Sung-Keun, Zhang, Kai, Zhang, Ru-Yi, Zhang, Yan, Zhou, Chen-Hao, Zhu, Ting, Zou, Bin",3,8,mSystems,,2023-06-29,journal article,American Society For Microbiology,"Bouskill, Nick [omid:ra/06280526688]",omid:br/06280181578,doi:10.1128/msystems.01026-22,,,2023.0,6.0,29.0
omid:br/06280184386 doi:10.1016/j.cell.2023.02.005,The Enormous Repetitive Antarctic Krill Genome Reveals Environmental Adaptations And Population Insights,"Biscontin, Alberto, De Pitt, Cristiano, Deagle, Bruce E., Fan, Guangyi, Feng, Bo, Hao, Xiancai, Hu, Jiang, Huang, Guodong, Jarman, Simon, Jia, Xiaodong, Kawaguchi, So, Li, Shuo, Liu, Kaiqiang, Liu, Qun, Liu, Shanshan, Liu, Shufang, Liu, Xin, Liu, Yalin, Liu, Yuyan, Ma, Kailong, Meyer, Bettina, Pan, Shanshan, Ruan, Jue, Sales, Gabrielle, Seim, Inge, Shao, Changwei, Sun, Shuai, Sun, Tao, Sun, Yanxu, Wang, Hong-Yan, Wang, Jiahao, Wang, Jun, Wang, Qian, Wang, Rui, Wang, Xinliang, Wang, Yang, Wang, Yue, Xu, Jiakun, Xu, Mengyang, Xu, Xun, Yang, Huanming, Ying, Yiping, Yue, Bowen, Zhang, Guojie, Zhang, He, Zhang, Yaolei, Zhao, Xianyong, Zhao, Yunxia, Zhu, Jiancheng",6,186,Cell,1279-19,2023-03,journal article,Elsevier Bv,,omid:br/06280184386,doi:10.1016/j.cell.2023.02.005,,,2023.0,3.0,1.0
omid:br/06280184282 doi:10.1016/j.cell.2023.02.021,Dynamic CD8+ T Cell Responses To Cancer Immunotherapy In Human Regional Lymph Nodes Are Disrupted In Metastatic Lymph Nodes,"Algazi, Alain P., Angelo, Michael, Cheung, Alexander, Combes, Alexis J., Davidson, Brittany R., Fong, Lawrence, Ha, Patrick, Johri, Vrinda, Jones, Kyle B., Krummel, Matthew F., Liu, Candace C., Marquez, Diana M., McCarthy, Elizabeth E., Okholm, Trine Line H., OGorman, William E., Rahim, Maha K., Samad, Bushra, Spitzer, Matthew H, Tamaki, Stanley J., Tenvooren, Iliana, Wai, Katherine, Yee, Jacqueline L., Van Zante, Annemieke",6,186,Cell,1127-18,2023-03,journal article,Elsevier Bv,,omid:br/06280184282,doi:10.1016/j.cell.2023.02.021,,,2023.0,3.0,1.0
omid:br/06280184473 doi:10.1016/j.cell.2023.02.037,Large Neutral Amino Acid Levels Tune Perinatal Neuronal Excitability And Survival,"Amberg, Nicole, Basilico, Bernadette, Gerykova Bujalkova, Maria, Gorkiewicz, Sarah, Hippenmeyer, Simon, Knaus, Lisa S., Knittl-Frank, Christian, Malzl, Daniel, Maulide, Nuno, Menche, Jrg, Novarino, Gaia, Pauler, Florian M., Rlicke, Thomas, Schwarz, Lena A., Smogavec, Mateja, Tassinari, Marianna",9,186,Cell,1950-25,2023-04,journal article,Elsevier Bv,,omid:br/06280184473,doi:10.1016/j.cell.2023.02.037,,,2023.0,4.0,1.0
omid:br/06280184443 doi:10.1016/j.cell.2023.03.027,Transient Perinatal Metabolic Shifts Determine Neuronal Survival And Functional Circuit Formation,"Oury, Franck, Pierani, Alessandra",9,186,Cell,1819-1821,2023-04,journal article,Elsevier Bv,,omid:br/06280184443,doi:10.1016/j.cell.2023.03.027,,,2023.0,4.0,1.0
omid:br/06280184229 doi:10.1016/j.cell.2023.08.038,Neuronal DNA Double-Strand Breaks Lead To Genome Structural Variations And 3D Genome Disruption In Neurodegeneration,"Bennett, David A., Boix, Carles A., Dileep, Vishnu, Jeloka, Ritika, Kellis, Manolis, Loon, Anjanet, Marco, Asaf, Mathys, Hansruedi, Meharena, Hiruy S., Peng, Zhuyu, Tsai, Li-Huei, Welch, Gwyneth M.",20,186,Cell,4404-20,2023-09,journal article,Elsevier Bv,,omid:br/06280184229,doi:10.1016/j.cell.2023.08.038,,,2023.0,9.0,1.0
omid:br/06280184281 doi:10.1016/j.cell.2023.02.023,Single Substitution In H3.3G34 Alters DNMT3A Recruitment To Cause Progressive Neurodegeneration,"Adnani, Lata, Andrade, Augusto Faria, Azarafshar, Pariya, Bhoj, Elizabeth J., Bryant, Laura, Campos, Eric I., Chen, Carol C.L., Chen, Xiao, Cocanougher, Benjamin T., Cowan, Mitra, Danieau, Geoffroy, Denecke, Jonas, Ellezam, Benjamin, Faury, Damien, Frana, Josiane Alves, Garcia, Benjamin A., Garzia, Livia, Gingras, Anne-Claude, Gomes, Carolina Cavalieri, Hbert, Steven, Nada Jabado, Jawhar, Wajih, Jerome-Majewska, Loydie A., Kabir, Nisha, Khazaei, Sima, Kleinman, Claudia L., Lessel, Davor, Lopes, Mariana, Lu, Chao, Lund, Peder J., McDonald, Marie T., Morcos, Shahir M., Nakada, Emily M., Nzirorera, Nadine, Pizoli, Carolyn E., Puligandla, Evan, Russo, Caterina, Sandy, Veronica, Sihota, Tianna S., Taylor, Kathryn, Tong, Bethany, Wong, Cassandra J., Worme, Samantha, Yogarajah, Gayathri, Zeinieh, Michele",6,186,Cell,1162-20,2023-03,journal article,Elsevier Bv,,omid:br/06280184281,doi:10.1016/j.cell.2023.02.023,,,2023.0,3.0,1.0
omid:br/06280184226 doi:10.1016/j.cell.2023.08.042,Tracking Cell-Type-Specific Temporal Dynamics In Human And Mouse Brains,"Anderson, Sonya, Cao, Junyue, Ge, Shaoyu, Jiang, Weirong, Lee, Jasper, Lu, Ziyu, Nelson, Peter T., Sziraki, Andras, Xu, Zihan, Zhang, Melissa, Zhang, Zehao, Zhou, Wei",20,186,Cell,4345-24,2023-09,journal article,Elsevier Bv,,omid:br/06280184226,doi:10.1016/j.cell.2023.08.042,,,2023.0,9.0,1.0
omid:br/06280184953 doi:10.2147/tcrm.s419408,The Efficacy And Safety Of Avanafil During A Treatment Of Male Erectile Dysfunction: A Systematic Review And Meta-Analysis Of Randomized Controlled Trials,"Kadar, Dhirajaya Dharma, Prapiska, Fauriski Febrian, Siregar, Ginanda Putra, Steven, Steven, Warli, Syah Mirsya",,Volume 19,Therapeutics And Clinical Risk Management,629-644,2023-07,journal article,Informa Uk Limited,,omid:br/06280184953,doi:10.2147/tcrm.s419408,,,2023.0,7.0,1.0
omid:br/06280184718 doi:10.2337/db22-0332,High-Fat DietInduced DeSUMOylation Of E4BP4 Promotes Lipid Droplet Biogenesis And Liver Steatosis In Mice,"Lank, Daniel, Li, Pei, Rodrigues, Kyle, Sit, Julian, Tong, Xin, Wang, Sujuan, Wong, Audrey, Yang, Meichan, Yin, Lei, Zhang, Deqiang, Zhang, Kezhong",3,72,Diabetes,348-361,2022-12-12,journal article,American Diabetes Association,,omid:br/06280184718,doi:10.2337/db22-0332,,,2022.0,12.0,12.0
omid:br/06280184387 doi:10.1016/j.cell.2023.01.042,Whole-genome Sequencing Reveals A Complex African Population Demographic History And Signatures Of Local Adaptation,"Beggs, William, Belay, Gurja, Beltrame, Marcia H., Fan, Shaohua, Feng, Yuanqing, Fokunang, Charles, Hansen, Matthew E.B., Hirbo, Jibril, Meskel, Dawit Wolde, Mokone, Gaonyadiwe George, Mpoloka, Sununguko Wata, Njamnshi, Alfred K., Nyambo, Thomas, Ranciaro, Alessia, Song, Yun S., Spence, Jeffrey P., Terhorst, Jonathan, Thomas, Neil, Tishkoff, Sarah A.",5,186,Cell,923-14,2023-03,journal article,Elsevier Bv,,omid:br/06280184387,doi:10.1016/j.cell.2023.01.042,,,2023.0,3.0,1.0
omid:br/06280184389 doi:10.1016/j.cell.2023.02.007,Linking Chromatin Acylation Mark-Defined Proteome And Genome In Living Cells,"Chen, Peng R., Han, Yu, Ji, Xiong, Kong, Linghao, Li, Boyuan, Li, Jiaofeng, Li, Kai, Liu, Shanglin, Ma, Sihui, Qin, Fangfei, Wang, Hui, Yang, Mingdong, Zheng, Huangtao, Zhu, Rongfeng",5,186,Cell,1066-36,2023-03,journal article,Elsevier Bv,,omid:br/06280184389,doi:10.1016/j.cell.2023.02.007,,,2023.0,3.0,1.0
omid:br/06280184694 doi:10.2337/db22-0575,Dietary Nitrate And Corresponding Gut Microbiota Prevent Cardiac Dysfunction In Obese Mice,"Allen-Vercoe, Emma, Barbeau, Pierre-Andre, Brunetta, Henver S., Chabowski, Adrian, Coyle-Asbil, Bridget, Dennis, Kaitlyn M.J.H., Gianetto-Hill, Connor, Handy, Rachel M., Holloway, Graham P., Kirsh, Aleah J., Ogilvie, Leslie M., Petrick, Heather L., Robinson, Avery, Schertzer, Jonathan D., Simpson, Jeremy A., Van Loon, Luc J.C.",7,72,Diabetes,844-856,2023-02-22,journal article,American Diabetes Association,,omid:br/06280184694,doi:10.2337/db22-0575,,,2023.0,2.0,22.0
omid:br/06280184314 doi:10.1016/j.cell.2022.11.003,Domestic Dog Lineages Reveal Genetic Drivers Of Behavioral Diversification,"Dutrow, Emily V., Ostrander, Elaine A., Serpell, James A.",25,185,Cell,4737-18,2022-12,journal article,Elsevier Bv,,omid:br/06280184314,doi:10.1016/j.cell.2022.11.003,,,2022.0,12.0,1.0
omid:br/06280184301 doi:10.1016/j.cell.2023.01.019,A Bat MERS-like Coronavirus Circulates In Pangolins And Utilizes Human DPP4 And Host Proteases For Cell Entry,"Chen, Jing, Chen, Panyu, Chen, Ying, Gong, Qianchun, He, Meihong, Hu, Ben, Hu, Yanling, Jiang, Rendi, Jiang, Tingting, Li, Ang, Li, Bei, Li, Jing, Li, Qian, Li, Yang, Lin, Haofeng, Lin, Xinhua, Liu, Meiqin, Luo, Dongsheng, Luo, Yun, Que, Tengcheng, Shi, Zheng-Li, Si, Haorui, Su, Jia, Tong, Yigang, Wu, Aiqiong, Wu, Chunguang, Xie, Shizhe, Yang, Xinglou, Yang, Yong, Yao, Yulin, Zhang, Wei, Zheng, Xiaoshuang, Zhou, Peng, Zhu, Yan",4,186,Cell,850-16,2023-02,journal article,Elsevier Bv,,omid:br/06280184301,doi:10.1016/j.cell.2023.01.019,,,2023.0,2.0,1.0
omid:br/06280184251 doi:10.1016/j.cell.2022.12.016,Dual-specificity RNA Aptamers Enable Manipulation Of Target-Specific O-GlcNAcylation And Unveil Functions Of O-GlcNAc On -Catenin,"Hart, Gerald W., Zhu, Yi",2,186,Cell,428-27,2023-01,journal article,Elsevier Bv,,omid:br/06280184251,doi:10.1016/j.cell.2022.12.016,,,2023.0,1.0,1.0
omid:br/06280187542 doi:10.1186/s40798-022-00535-7,Operational Insights Into Analysing Team And Player Performance In Elite Rugby League: A Narrative Review With Case Examples,"Leicht, Anthony, Sinclair, Wade Heath, Wedding, Corey James, Woods, Carl Thomas",1,8,Sports Medicine - Open,,2022-12,journal article,Springer Science And Business Media Llc,,omid:br/06280187542,doi:10.1186/s40798-022-00535-7,,,2022.0,12.0,1.0
omid:br/06280187482 doi:10.1016/j.ijme.2023.100801,COVID-19 And Management Education: From Pandemic To Endemic,"Kumar, Satish, Lim, Weng Marc, Mahajan, Ritika, Sareen, Monica",2,21,The International Journal Of Management Education,100801-100801,2023-07,journal article,Elsevier Bv,,omid:br/06280187482,doi:10.1016/j.ijme.2023.100801,,,2023.0,7.0,1.0
omid:br/06280187285 doi:10.3390/genes13122280,Comparison Of Metagenomics And Metatranscriptomics Tools: A Guide To Making The Right Choice,"Andrs-Len, Eduardo, Gordillo-Gonzlez, Fernando, Salas-Espejo, Eduardo, Terrn-Camero, Laura C.",12,13,Genes,2280-2280,2022-12-03,journal article,Mdpi Ag,,omid:br/06280187285,doi:10.3390/genes13122280,,,2022.0,12.0,3.0
omid:br/062403984531 doi:10.1016/j.ncrna.2022.12.004,piR-36249 And DHX36 Together Inhibit Testicular Cancer Cells Progression By Upregulating OAS2,"Chen, Peize, He, Yaohui, Liu, Wen, Mu, Xiangyu, Song, Xiaoyuan, Sun, Fei, Wang, Qianqian, Wang, Xiaorong, Wu, Yueming, Xia, Kaiguo, Xiao, Jun, Xuan, Qiang",2,8.0,Non-coding RNA Research,174-186,2023-06,journal article,Elsevier Bv,,omid:br/062403984531,doi:10.1016/j.ncrna.2022.12.004,,,2023.0,6.0,1.0
omid:br/062403984566 doi:10.1016/j.ncrna.2023.03.002,Pathogenic Mycoplasmas Of Humans Regulate The Long Noncoding RNAs In Epithelial Cells,"Chacon, Jessica, Das, Kishore, Dhandayuthapani, Subramanian, Gadad, Shrikanth S., Ramos, Enrique I., Veerapandian, Raja",3,8.0,Non-coding RNA Research,282-293,2023-09,journal article,Elsevier Bv,,omid:br/062403984566,doi:10.1016/j.ncrna.2023.03.002,,,2023.0,9.0,1.0
omid:br/062403988529 doi:10.1038/s41467-023-35966-7,Common Evolutionary Trajectory Of Short Life-Cycle In Brassicaceae Ruderal Weeds,"Chang, Tian-Gen, Kang, Heng, Li, Ling-Zi, Liu, Hongtao, Wang, Jia-Wei, Wang, Long, Xu, Zhou-Geng, Zhai, Dong, Zhang, Lu-Yi, Zhang, Peng, Zhu, Xin-Guang",1,14.0,Nature Communications,,2023-01-18,journal article,Springer Science And Business Media Llc,,omid:br/062403988529,doi:10.1038/s41467-023-35966-7,,,2023.0,1.0,18.0
omid:br/062403988504 doi:10.1038/s41467-023-36253-1,Epigenetic Mechanisms Underlying Subtype Heterogeneity And Tumor Recurrence In Prostate Cancer,"Chakraborty, Goutam, Gupta, Kasmira, Kyprianou, Natasha",1,14.0,Nature Communications,,2023-02-02,journal article,Springer Science And Business Media Llc,,omid:br/062403988504,doi:10.1038/s41467-023-36253-1,,,2023.0,2.0,2.0
omid:br/06804373299 doi:10.3390/ijms24043509,Characterization Of De Novo Promoter Variants In Autism Spectrum Disorder With Massively Parallel Reporter Assays,"Ahituv, Nadav, An, Joon-Yong, Inoue, Fumitaka, Koesterich, Justin, Kreimer, Anat, Sanders, Stephan J., Sohota, Ajuni",4,24.0,International Journal Of Molecular Sciences,3509-3509,2023-02-09,journal article,Mdpi Ag,,omid:br/06804373299,doi:10.3390/ijms24043509,,,2023.0,2.0,9.0
omid:br/06804373048 doi:10.3390/ijms24032524,Pathway And Network Analyses Identify Growth Factor Signaling And MMP9 As Potential Mediators Of Mitochondrial Dysfunction In Severe COVID-19,"Audsley, Jennifer, Burcham, Jonathon, Chew, Tracey, Iredell, Jonathan, Karvunidis, Thomas, Kim, Karan, Knippenberg, Ben, Macdonald, Stephen, McLean, Anthony, Predict-19 Consortium, Pelaia, Tiana Maria, Phu, Amy L., Schughart, Klaus, Shojaei, Maryam, Short, Kirsty R., Tang, Benjamin, Teoh, Sally, Thevarajan, Irani, Wang, Ya",3,24.0,International Journal Of Molecular Sciences,2524-2524,2023-01-28,journal article,Mdpi Ag,,omid:br/06804373048,doi:10.3390/ijms24032524,,,2023.0,1.0,28.0
omid:br/06804373294 doi:10.3390/ijms24043479,How Does The Study MD Of pH-Dependent Exposure Of Nanoparticles Affect Cellular Uptake Of Anticancer Drugs?,"Mikoajczyk, Alicja, Puzyn, Tomasz, Sengottiyan, Selvaraj",4,24.0,International Journal Of Molecular Sciences,3479-3479,2023-02-09,journal article,Mdpi Ag,,omid:br/06804373294,doi:10.3390/ijms24043479,,,2023.0,2.0,9.0
omid:br/06804373044 doi:10.3390/ijms24032590,Beta-Amyloid Peptide In Tears: An Early Diagnostic Marker Of Alzheimers Disease Correlated With Choroidal Thickness,"Albanese, Giuseppe Maria, Colardo, Mayra, DAntonio, Fabrizia, Gharbiya, Magda, Lambiase, Alessandro, Segatto, Marco, Trebbastoni, Alessandro, Visioli, Giacomo",3,24.0,International Journal Of Molecular Sciences,2590-2590,2023-01-30,journal article,Mdpi Ag,,omid:br/06804373044,doi:10.3390/ijms24032590,,,2023.0,1.0,30.0
omid:br/06804373254 doi:10.3390/ijms24043444,Antibacterial Activity Of Nanostructured Zinc Oxide Tetrapods,"Adelung, Rainer, Baum, Martina, Bter, Aike, Fickenscher, Helmut, Maschkowitz, Gregor, Mishra, Yogendra Kumar, Siebert, Leonard",4,24.0,International Journal Of Molecular Sciences,3444-3444,2023-02-08,journal article,Mdpi Ag,,omid:br/06804373254,doi:10.3390/ijms24043444,,,2023.0,2.0,8.0
omid:br/06804373127 doi:10.3390/ijms24032572,NMR Analysis Suggests Synergy Between The RRM2 And The Carboxy-Terminal Segment Of Human La Protein In The Recognition And Interaction With HCV IRES,"Argyriou, Aikaterini I., Kaliatsi, Eleni G., Machaliotis, Georgios A., Makrynitsa, Garyfallia I., Spyroulias, Georgios A., Stathopoulos, Constantinos",3,24.0,International Journal Of Molecular Sciences,2572-2572,2023-01-29,journal article,Mdpi Ag,,omid:br/06804373127,doi:10.3390/ijms24032572,,,2023.0,1.0,29.0
omid:br/06804373095 doi:10.3390/ijms24032508,Perinatal Obesity Sensitizes For Premature Kidney Aging Signaling,"Abend, Bastian, Alcazar, Miguel A. Alejandre, Bohl, Katrin, Dinger, Katharina, Dtsch, Jrg, Hpker, Katja, Kasper, Philipp, Kurschat, Christine, Meyer, David, Mller, Roman-Ulrich, Nsken, Eva, Nsken, Kai-Dietrich, Savai Pullamsetti, Soni, Schermer, Bernhard, Schumacher, Bjrn, Selle, Jaco, Wilke, Rebecca",3,24.0,International Journal Of Molecular Sciences,2508-2508,2023-01-28,journal article,Mdpi Ag,,omid:br/06804373095,doi:10.3390/ijms24032508,,,2023.0,1.0,28.0
omid:br/06804373279 doi:10.3390/ijms24043406,Odorant-Binding And Chemosensory Proteins In Anthonomus Eugenii (Coleoptera: Curculionidae) And Their Tissue Expression,"Cibrin-Tovar, Juan, Cruz-Jaramillo, Jos Luis, Lechuga-Paredes, Pablo, Segura-Len, Obdulia Lourdes, Torres-Huerta, Brenda, Velzquez-Gonzlez, Julio Csar",4,24.0,International Journal Of Molecular Sciences,3406-3406,2023-02-08,journal article,Mdpi Ag,,omid:br/06804373279,doi:10.3390/ijms24043406,,,2023.0,2.0,8.0
omid:br/06804375047 doi:10.1038/s41557-022-01088-8,Photocatalytic Nitrogen Fixation Under An Ambient Atmosphere Using A Porous Coordination Polymer With Bridging Dinitrogen Anions,"Gu, Yuming, Jin, Zhong, Li, Bang, Li, Shuhua, Ma, Jing, Ni, Zhigang, Xiong, Yan, Yan, Tong, Zuo, Jing-Lin",2,15.0,Nature Chemistry,286-293,2022-12-15,journal article,Springer Science And Business Media Llc,,omid:br/06804375047,doi:10.1038/s41557-022-01088-8,,,2022.0,12.0,15.0
omid:br/06804375035 doi:10.1038/s41557-022-01110-z,A Synergistic Rh(I)/organoboron-catalysed Site-Selective Carbohydrate Functionalization That Involves Multiple Stereocontrol,"Demarque, Daniel P., Grassin, Corentin, Loh, Charles C. J., Merten, Christian, Otte, Felix, Rao, V. U. Bhaskara, Strohmann, Carsten, Wang, Caiming",3,15.0,Nature Chemistry,424-435,2022-12-30,journal article,Springer Science And Business Media Llc,,omid:br/06804375035,doi:10.1038/s41557-022-01110-z,,,2022.0,12.0,30.0
omid:br/06460148592 doi:10.1557/s43579-023-00358-x,"Performance, Applications, And Sustainability Of 3D-printed Cement And Other Geomaterials","Advincula, Rigoberto, Cruz, Gil, Dizon, John Ryan C., Farzadnia, Nima, Garcia, Joseph Alfred, Liza, Fred P., Margarito, Marianito, Zhou, Hongyu",3,13.0,MRS Communications,385-399,2023-04-10,journal article,Springer Science And Business Media Llc,,omid:br/06460148592,doi:10.1557/s43579-023-00358-x,,,2023.0,4.0,10.0
omid:br/06460141144 doi:10.1177/02692155231152417,Psychometric Properties Of Light Touch-Pressure Somatosensory Measures In Adults With Neurological Disorders: A Systematic Review,"Asiello, Jessica D, Banks, Russell, Gaudino, Shonali G, Keilty, Matthew S, Kimberley, Teresa J, Kline, Danielle K, Link, Angela, McCauley, Colleen A, Reilly, William J, Vora, Isha",8,37.0,Clinical Rehabilitation,1074-1086,2023-02-16,journal article,Sage Publications,,omid:br/06460141144,doi:10.1177/02692155231152417,,,2023.0,2.0,16.0
omid:br/06460141128 doi:10.1177/02692155221146447,Disability And Return To Work After A Multidisciplinary Intervention For (Sub)Acute Low Back Pain: A Systematic Review,"Bernaers, Lisa, Braeckman, Lutgart, Cnockaert, Elise, Mairiaux, Philippe, Willems, Tine Marieke",7,37.0,Clinical Rehabilitation,964-974,2022-12-26,journal article,Sage Publications,,omid:br/06460141128,doi:10.1177/02692155221146447,,,2022.0,12.0,26.0
omid:br/06460141195 doi:10.1177/02692155221137640,Preventive Interventions For Lateral Ankle Sprains: A Systematic Review And Meta-Analysis,"Bamber, Zoe A., Cao, Xianxin, Chen, Bin, Guan, Yonghao, Niu, Wenxin, Qi, Qi, Wang, Fanjia",5,37.0,Clinical Rehabilitation,585-602,2023-01-11,journal article,Sage Publications,,omid:br/06460141195,doi:10.1177/02692155221137640,,,2023.0,1.0,11.0
omid:br/06460141196 doi:10.1177/02692155221150002,"The Influence Of Seated Exercises On Balance, Mobility, And Cardiometabolic Health Outcomes In Individuals Living With A Stroke: A Systematic Review And Meta-Analysis","Eng, Janice J, Mackie, Paul",7,37.0,Clinical Rehabilitation,927-941,2023-01-10,journal article,Sage Publications,,omid:br/06460141196,doi:10.1177/02692155221150002,,,2023.0,1.0,10.0
omid:br/06460141122 doi:10.1177/02692155221146448,"The Virtual Family Conference In Stroke Rehabilitation: Education, Preparation, And Transition Planning","Appireddy, Ramana, Chan-Nguyen, Sophy, Gariscsak, Peter Joseph, Ritsma, Benjamin R, Vyas, Aarti",8,37.0,Clinical Rehabilitation,1099-1110,2022-12-27,journal article,Sage Publications,,omid:br/06460141122,doi:10.1177/02692155221146448,,,2022.0,12.0,27.0
omid:br/06460142037 doi:10.1117/12.2641697,Video Segmentation On Static And Dynamic Textures Using A Quaternion Framework,"Egipko, Vladislav, Semenishchev, Evgeny A., Siryakov, Aleksey, Urunov, Salavat, Voronin, Viacheslav, Zelensky, Alexander, Zhdanova, Marina",,,Artificial Intelligence And Machine Learning In Defense Applications IV,,2022-10-28,proceedings article,SPIE-Intl Soc Optical Eng,,omid:br/06460142037,doi:10.1117/12.2641697,,,2022.0,10.0,28.0
omid:br/06460140566 doi:10.1016/j.isprsjprs.2023.05.032,"A Survey Of Machine Learning And Deep Learning In Remote Sensing Of Geological Environment: Challenges, Advances, And Opportunities","Chen, Weitao, Fan, Runyu, Feng, Ruyi, Han, Wei, Huang, Xiaohui, Li, Jun, Li, Xianju, Wang, Lizhe, Wang, Sheng, Wang, Yi, Wang, Yuewei, Zhang, Xiaohan, Zhang, Xinyu",,202.0,ISPRS Journal Of Photogrammetry And Remote Sensing,87-113,2023-08,journal article,Elsevier Bv,,omid:br/06460140566,doi:10.1016/j.isprsjprs.2023.05.032,,,2023.0,8.0,1.0
omid:br/06150574016 doi:10.1016/s1081-1206(10)60993-3,Squamous Cell Carcinoma-Related Antigen In Children With Acute Asthma,"Nishi, Natsuko, Miyazaki, Michiko, Tsuji, Kosuke, Hitomi, Tomohiro, Muro, Eriko, Zaitsu, Masafumi, Yamamoto, Syuichi, Inada, Shigeyasu, Kobayashi, Ikuko, Ichimaru, Tomohiro, Izuhara, Kenji, Nagumo, Fumio, Yuyama, Noriko, Hamasaki, Yuhei",3,94,"Annals Of Allergy, Asthma & Immunology",391-397,2005-03,journal article,Elsevier Bv,,omid:br/06150574016,doi:10.1016/s1081-1206(10)60993-3,,,2005.0,3.0,1.0
omid:br/06230614342 doi:10.1080/16184740802024484,The Role Of Corporate Social Responsibility In The Football Business: Towards The Development Of A Conceptual Model,"Breitbarth, Tim, Harris, Phil",2,8.0,European Sport Management Quarterly,179-206,2008-06,journal article,Informa Uk Limited,,omid:br/06230614342,doi:10.1080/16184740802024484,,,2008.0,6.0,1.0
omid:br/061103976378 doi:10.3390/ijerph20021046,Effects Of Music-Based Interventions On Motor And Non-Motor Symptoms In Patients With Parkinsons Disease: A Systematic Review And Meta-Analysis,"Ko Bum-Suk, Bumsuk, Lee, Hyunjung",2,20.0,International Journal Of Environmental Research And Public Health,1046-1046,2023-01-06,journal article,Mdpi Ag,,omid:br/061103976378,doi:10.3390/ijerph20021046,,,2023.0,1.0,6.0
omid:br/061103976077 doi:10.3390/ijerph20010441,European Epidemiological Patterns Of Cannabis- And Substance-Related Congenital Neurological Anomalies: Geospatiotemporal And Causal Inferential Study,"Hulse, Gary Kenneth, Reece, Albert Stuart",1,20.0,International Journal Of Environmental Research And Public Health,441-441,2022-12-27,journal article,Mdpi Ag,,omid:br/061103976077,doi:10.3390/ijerph20010441,,,2022.0,12.0,27.0
omid:br/061103976377 doi:10.3390/ijerph20021156,"How Do I Exist In This Body...Thats Outside Of The Norm? Trans And Nonbinary Experiences Of Conformity, Coping, And Connection In Atypical Anorexia","Call, Jarrod, Harner, Vern, Harrop, Erin N., Hecht, Hillary K., Holloway, Brendon T.",2,20.0,International Journal Of Environmental Research And Public Health,1156-1156,2023-01-09,journal article,Mdpi Ag,,omid:br/061103976377,doi:10.3390/ijerph20021156,,,2023.0,1.0,9.0
omid:br/061103976071 doi:10.3390/ijerph20010458,The Effects Of Forest Therapy On The Blood Pressure And Salivary Cortisol Levels Of Urban Residents: A Meta-Analysis,"Gao, Wen, He, Mei, Li, Jiyue, Mar, Harrison, Qiu, Quan, Wang, Guangyu, Yang, Ling",1,20.0,International Journal Of Environmental Research And Public Health,458-458,2022-12-27,journal article,Mdpi Ag,,omid:br/061103976071,doi:10.3390/ijerph20010458,,,2022.0,12.0,27.0
omid:br/061103976401 doi:10.3390/ijerph20010223,"Genotypic And Phenotypic Characterization Of Pathogenic Escherichia Coli, Salmonella Spp., And Campylobacter Spp., In Free-Living Birds In Mainland Portugal","Batista, Rita, Castro, Rita, Coelho, Anabela, Correia, Cristina Belo, Furtado, Roslia, Henriques, Pedro, Lopes, Teresa, Lio, Sara, Oleastro, Mnica, Pista, Angela, Rodrigues, David, Saraiva, Margarida, Silveira, Leonor, Soeiro, Vanessa, Da Costa, Paulo Martins",1,20.0,International Journal Of Environmental Research And Public Health,223-223,2022-12-23,journal article,Mdpi Ag,,omid:br/061103976401,doi:10.3390/ijerph20010223,,,2022.0,12.0,23.0
